song_id,track_href,genre,song_name
11eVByVk8tL0JSBFlvan5i,https://api.spotify.com/v1/tracks/11eVByVk8tL0JSBFlvan5i,Dark Trap,Cut Throat
21cGO6AxAJJDTV7Po9ywZa,https://api.spotify.com/v1/tracks/21cGO6AxAJJDTV7Po9ywZa,Dark Trap,Memoirs of a Gorilla
1Xy9svIXQU6euAlGi7uutt,https://api.spotify.com/v1/tracks/1Xy9svIXQU6euAlGi7uutt,Dark Trap,Benz Truck (гелик)
7ksRhRXztNfSwm8W7uFq1f,https://api.spotify.com/v1/tracks/7ksRhRXztNfSwm8W7uFq1f,Dark Trap,Norf Norf
6IkCht32pbDskKd8NWzWBF,https://api.spotify.com/v1/tracks/6IkCht32pbDskKd8NWzWBF,Dark Trap,Dat $tick
6kl1qtQXQsFiIWRBK24Cfp,https://api.spotify.com/v1/tracks/6kl1qtQXQsFiIWRBK24Cfp,Dark Trap,"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)"
5Uj6Zy5QoGdEZob7xRUakV,https://api.spotify.com/v1/tracks/5Uj6Zy5QoGdEZob7xRUakV,Dark Trap,Crazy
6oBL8TdQHEO7jeEdqECg37,https://api.spotify.com/v1/tracks/6oBL8TdQHEO7jeEdqECg37,Dark Trap,Still Cold / Pathway Private
3RAMLlYnwk3CObaU4V4RBx,https://api.spotify.com/v1/tracks/3RAMLlYnwk3CObaU4V4RBx,Dark Trap,The Chills
7m1p5O2UOyQM14DVIZUwGx,https://api.spotify.com/v1/tracks/7m1p5O2UOyQM14DVIZUwGx,Dark Trap,Slip on a Banana Clip
6lsxMdXKFAXZDPe8om1iOI,https://api.spotify.com/v1/tracks/6lsxMdXKFAXZDPe8om1iOI,Dark Trap,Lights
0FmrNFYyLLRtIS7XWJPLLk,https://api.spotify.com/v1/tracks/0FmrNFYyLLRtIS7XWJPLLk,Dark Trap,Akina Speed Star
6eL1ncVDtQHgSm3E288TS7,https://api.spotify.com/v1/tracks/6eL1ncVDtQHgSm3E288TS7,Dark Trap,Big Fish
27H0ZfxRxOC97n72akzapS,https://api.spotify.com/v1/tracks/27H0ZfxRxOC97n72akzapS,Dark Trap,The Bodies Fall Just Like the Leaves
6jSvKhj9D9tXTgiyOHhYn8,https://api.spotify.com/v1/tracks/6jSvKhj9D9tXTgiyOHhYn8,Dark Trap,Story: No Title
